Kirjauspäivä;Selite;Summa;Viitenumero
31.10.2023;Hoitovastike 100052;175,00;100052
18.06.2023;Hoitovastike 100010;250,00;100010
07.07.2023;HSY VESI JA VIEMARI;-219,68;
23.06.2023;Isannointitoimisto Paakirja Oy;-850,00;
31.01.2023;Hoitovastike 100010;250,00;100010
21.11.2023;Hoitovastike 100023;180,00;100023
22.10.2023;Hoitovastike 100049;150,00;100049
24.03.2023;Hoitovastike 100010;250,00;100010
29.05.2023;Hoitovastike 100036;210,00;100036
12.11.2023;Hoitovastike 100023;180,00;100023
11.01.2023;Hoitovastike 100036;210,00;100036
21.07.2023;Hoitovastike 100023;180,00;100023
01.09.2023;Pankin Palvelumaksu;-12,50;
14.11.2023;Hoitovastike 100036;210,00;100036
11.01.2023;Hoitovastike 100049;150,00;100049
03.08.2023;Hoitovastike 100036;210,00;100036
05.03.2023;Verohallinto Kiinteistovero;-1594,40;
15.10.2023;Hoitovastike 100052;175,00;100052
03.02.2023;Hoitovastike 100010;250,00;100010
02.10.2023;Hoitovastike 100052;175,00;100052
06.11.2023;Hoitovastike 100036;210,00;100036
04.07.2023;HSY VESI JA VIEMARI;-215,70;
17.09.2023;Hoitovastike 100010;250,00;100010
06.02.2023;HSY VESI JA VIEMARI;-263,36;
08.03.2023;Hoitovastike 100052;175,00;100052
21.07.2023;K-Rauta rautakauppa;-82,68;
07.10.2023;Hoitovastike 100023;180,00;100023
05.02.2023;S-Rauta Maalia ja tarvikkeita;-16,03;
08.06.2023;Isannointitoimisto Paakirja Oy;-850,00;
08.02.2023;Verohallinto Kiinteistovero;-1069,15;
17.02.2023;Hoitovastike 100049;150,00;100049
03.07.2023;Hoitovastike 100052;175,00;100052
23.01.2023;Hoitovastike 100023;180,00;100023
10.04.2023;Hoitovastike 100010;250,00;100010
18.07.2023;LASSILA & TIKANOJA SIIVOUS OY;-360,33;
30.11.2023;Hoitovastike 100052;175,00;100052
05.07.2023;Hoitovastike 100023;180,00;100023
09.01.2023;Verohallinto Kiinteistovero;-2253,07;
08.09.2023;K-Rauta rautakauppa;-103,43;
06.03.2023;LASSILA & TIKANOJA SIIVOUS OY;-224,68;
06.05.2023;Hoitovastike 100023;180,00;100023
13.01.2023;Hoitovastike 100049;150,00;100049
27.08.2023;Verohallinto Kiinteistovero;-1021,94;
29.08.2023;Hoitovastike 100052;175,00;100052
28.10.2023;Hoitovastike 100036;210,00;100036
12.02.2023;Hoitovastike 100036;210,00;100036
23.12.2023;Pankin Palvelumaksu;-12,50;
27.02.2023;Hoitovastike 100049;150,00;100049
19.02.2023;Helen Oy Sahko;-442,48;
02.08.2023;Hoitovastike 100023;180,00;100023
06.03.2023;Hoitovastike 100010;250,00;100010
27.08.2023;Isannointitoimisto Paakirja Oy;-850,00;
23.02.2023;Pankin Palvelumaksu;-12,50;
05.11.2023;Hoitovastike 100010;250,00;100010
28.11.2023;Hoitovastike 100036;210,00;100036
11.02.2023;FORTUM OYJ SAHKOLASKU;-529,94;
12.04.2023;K-Rauta rautakauppa;-187,16;
10.03.2023;Hoitovastike 100010;250,00;100010
26.12.2023;Pääkirja Taloushallinto;-317,68;
05.06.2023;Hoitovastike 100036;210,00;100036
10.11.2023;Hoitovastike 100023;180,00;100023
19.04.2023;Hoitovastike 100036;210,00;100036
01.08.2023;Hoitovastike 100036;210,00;100036
22.08.2023;Hoitovastike 100010;250,00;100010
11.06.2023;LASSILA & TIKANOJA SIIVOUS OY;-295,16;
26.01.2023;LASSILA & TIKANOJA SIIVOUS OY;-284,20;
16.07.2023;Hoitovastike 100010;250,00;100010
29.03.2023;LASSILA & TIKANOJA SIIVOUS OY;-354,32;
28.10.2023;Hoitovastike 100049;150,00;100049
07.05.2023;Helen Oy Sahko;-179,02;
15.09.2023;Pankin Palvelumaksu;-12,50;
08.05.2023;DNA Oyj Laajakaista;-120,00;
18.06.2023;Pääkirja Taloushallinto;-424,93;
23.06.2023;Isannointitoimisto Paakirja Oy;-850,00;
12.07.2023;DNA Oyj Laajakaista;-120,00;
09.01.2023;Hoitovastike 100036;210,00;100036
16.09.2023;Hoitovastike 100052;175,00;100052
20.02.2023;Hoitovastike 100052;175,00;100052
31.08.2023;Pankin Palvelumaksu;-12,50;
12.10.2023;Hoitovastike 100010;250,00;100010
10.11.2023;Hoitovastike 100049;150,00;100049
31.03.2023;Pankin Palvelumaksu;-12,50;
28.09.2023;DNA Oyj Laajakaista;-120,00;
19.01.2023;Pankin Palvelumaksu;-12,50;
04.10.2023;Hoitovastike 100010;250,00;100010
06.06.2023;DNA Oyj Laajakaista;-120,00;
02.03.2023;Hoitovastike 100010;250,00;100010
22.09.2023;Hoitovastike 100052;175,00;100052
07.09.2023;Hoitovastike 100049;150,00;100049
11.12.2023;Pankin Palvelumaksu;-12,50;
21.06.2023;Hoitovastike 100010;250,00;100010
27.12.2023;Hoitovastike 100052;175,00;100052
31.12.2023;Hoitovastike 100023;180,00;100023
15.02.2023;S-Rauta Maalia ja tarvikkeita;-35,09;
05.10.2023;LASSILA & TIKANOJA SIIVOUS OY;-307,85;
14.05.2023;Hoitovastike 100052;175,00;100052
20.03.2023;Hoitovastike 100010;250,00;100010
16.12.2023;Hoitovastike 100049;150,00;100049
22.12.2023;Hoitovastike 100052;175,00;100052
05.03.2023;HSY VESI JA VIEMARI;-112,09;
24.01.2023;S-Rauta Maalia ja tarvikkeita;-80,36;
29.04.2023;S-Rauta Maalia ja tarvikkeita;-59,57;
02.08.2023;Hoitovastike 100010;250,00;100010
13.01.2023;Hoitovastike 100052;175,00;100052
10.10.2023;DNA Oyj Laajakaista;-120,00;
09.12.2023;HSY VESI JA VIEMARI;-176,91;
16.04.2023;Hoitovastike 100023;180,00;100023
22.11.2023;Verohallinto Kiinteistovero;-2195,69;
12.03.2023;Hoitovastike 100023;180,00;100023
16.10.2023;Hoitovastike 100010;250,00;100010
03.12.2023;Hoitovastike 100049;150,00;100049
28.11.2023;Hoitovastike 100049;150,00;100049
25.02.2023;Hoitovastike 100010;250,00;100010
11.06.2023;HSY VESI JA VIEMARI;-210,25;
14.09.2023;Hoitovastike 100036;210,00;100036
08.10.2023;HSY VESI JA VIEMARI;-134,48;
13.09.2023;Hoitovastike 100023;180,00;100023
27.08.2023;Hoitovastike 100049;150,00;100049
18.01.2023;HSY VESI JA VIEMARI;-231,42;
26.04.2023;Hoitovastike 100036;210,00;100036
25.03.2023;Hoitovastike 100023;180,00;100023
31.08.2023;Hoitovastike 100010;250,00;100010
22.05.2023;Hoitovastike 100052;175,00;100052
27.07.2023;FORTUM OYJ SAHKOLASKU;-431,74;
06.08.2023;Hoitovastike 100023;180,00;100023
28.05.2023;LASSILA & TIKANOJA SIIVOUS OY;-255,66;
11.04.2023;Hoitovastike 100052;175,00;100052
05.06.2023;Hoitovastike 100036;210,00;100036
10.12.2023;Hoitovastike 100010;250,00;100010
29.03.2023;Hoitovastike 100049;150,00;100049
03.08.2023;Kone Hissihuolto;-261,83;
04.01.2023;Hoitovastike 100010;250,00;100010
01.06.2023;Helen Oy Sahko;-441,51;
05.05.2023;Hoitovastike 100036;210,00;100036
09.04.2023;Verohallinto Kiinteistovero;-1761,95;
08.01.2023;Kone Hissihuolto;-181,11;
26.11.2023;Pankin Palvelumaksu;-12,50;
28.03.2023;Hoitovastike 100036;210,00;100036
20.10.2023;Hoitovastike 100052;175,00;100052
08.08.2023;Helen Oy Sahko;-108,39;
30.11.2023;Hoitovastike 100052;175,00;100052
09.04.2023;Hoitovastike 100036;210,00;100036
16.01.2023;Kone Hissihuolto;-176,56;
16.07.2023;Hoitovastike 100049;150,00;100049
28.08.2023;Hoitovastike 100036;210,00;100036
13.09.2023;Hoitovastike 100010;250,00;100010
22.09.2023;Hoitovastike 100036;210,00;100036
10.09.2023;Hoitovastike 100010;250,00;100010
19.04.2023;FORTUM OYJ SAHKOLASKU;-232,88;
21.04.2023;DNA Oyj Laajakaista;-120,00;
18.03.2023;Hoitovastike 100023;180,00;100023
05.12.2023;Isannointitoimisto Paakirja Oy;-850,00;
21.08.2023;Hoitovastike 100049;150,00;100049
17.09.2023;Pääkirja Taloushallinto;-383,54;
12.10.2023;Isannointitoimisto Paakirja Oy;-850,00;
03.07.2023;Helen Oy Sahko;-395,83;
25.08.2023;Hoitovastike 100049;150,00;100049
30.11.2023;Hoitovastike 100052;175,00;100052
17.01.2023;Helen Oy Sahko;-259,13;
13.03.2023;Hoitovastike 100023;180,00;100023
02.06.2023;Verohallinto Kiinteistovero;-1399,12;
08.01.2023;S-Rauta Maalia ja tarvikkeita;-93,62;
14.11.2023;Hoitovastike 100049;150,00;100049
06.05.2023;HSY VESI JA VIEMARI;-111,23;
21.09.2023;Hoitovastike 100052;175,00;100052
31.03.2023;Isannointitoimisto Paakirja Oy;-850,00;
21.03.2023;Hoitovastike 100010;250,00;100010
14.04.2023;Hoitovastike 100049;150,00;100049
02.01.2023;K-Rauta rautakauppa;-84,66;
20.02.2023;Hoitovastike 100036;210,00;100036
15.10.2023;Hoitovastike 100049;150,00;100049
02.06.2023;Hoitovastike 100049;150,00;100049
01.06.2023;Hoitovastike 100010;250,00;100010
25.07.2023;Kone Hissihuolto;-335,45;
04.09.2023;Isannointitoimisto Paakirja Oy;-850,00;
09.04.2023;DNA Oyj Laajakaista;-120,00;
31.03.2023;Hoitovastike 100052;175,00;100052
31.01.2023;HSY VESI JA VIEMARI;-293,52;
24.06.2023;Hoitovastike 100049;150,00;100049
06.05.2023;Hoitovastike 100052;175,00;100052
16.12.2023;LASSILA & TIKANOJA SIIVOUS OY;-274,13;
25.09.2023;Verohallinto Kiinteistovero;-2063,55;
04.02.2023;Hoitovastike 100049;150,00;100049
12.05.2023;LASSILA & TIKANOJA SIIVOUS OY;-385,44;
12.11.2023;Hoitovastike 100052;175,00;100052
05.10.2023;LASSILA & TIKANOJA SIIVOUS OY;-349,28;
20.09.2023;Hoitovastike 100023;180,00;100023
30.05.2023;Hoitovastike 100023;180,00;100023
31.05.2023;Hoitovastike 100052;175,00;100052
04.09.2023;Hoitovastike 100010;250,00;100010
20.04.2023;Hoitovastike 100052;175,00;100052
05.01.2023;Hoitovastike 100052;175,00;100052
02.10.2023;Hoitovastike 100023;180,00;100023
27.07.2023;Verohallinto Kiinteistovero;-1061,25;
01.05.2023;Hoitovastike 100049;150,00;100049
04.09.2023;Hoitovastike 100049;150,00;100049
23.03.2023;Hoitovastike 100036;210,00;100036
17.12.2023;Hoitovastike 100036;210,00;100036
12.04.2023;FORTUM OYJ SAHKOLASKU;-645,17;
09.01.2023;Hoitovastike 100036;210,00;100036
23.09.2023;Hoitovastike 100052;175,00;100052
05.07.2023;Hoitovastike 100010;250,00;100010
19.02.2023;Hoitovastike 100049;150,00;100049
05.06.2023;Hoitovastike 100052;175,00;100052
30.04.2023;Hoitovastike 100010;250,00;100010
29.04.2023;Hoitovastike 100023;180,00;100023
18.11.2023;Hoitovastike 100049;150,00;100049
30.10.2023;Hoitovastike 100023;180,00;100023
28.03.2023;Hoitovastike 100036;210,00;100036
06.01.2023;Hoitovastike 100036;210,00;100036
09.07.2023;K-Rauta rautakauppa;-84,54;
07.09.2023;Hoitovastike 100052;175,00;100052
30.10.2023;HSY VESI JA VIEMARI;-214,54;
01.11.2023;Hoitovastike 100036;210,00;100036
01.10.2023;Hoitovastike 100036;210,00;100036
22.01.2023;Hoitovastike 100036;210,00;100036
08.10.2023;Isannointitoimisto Paakirja Oy;-850,00;
16.11.2023;Hoitovastike 100010;250,00;100010
06.09.2023;Hoitovastike 100052;175,00;100052
30.09.2023;Hoitovastike 100049;150,00;100049
07.08.2023;Isannointitoimisto Paakirja Oy;-850,00;
20.09.2023;Hoitovastike 100010;250,00;100010
18.06.2023;Hoitovastike 100036;210,00;100036
13.11.2023;Hoitovastike 100049;150,00;100049
19.06.2023;Hoitovastike 100052;175,00;100052
31.01.2023;Hoitovastike 100049;150,00;100049
24.03.2023;Hoitovastike 100049;150,00;100049
25.12.2023;Hoitovastike 100010;250,00;100010
24.07.2023;Hoitovastike 100010;250,00;100010
12.02.2023;Hoitovastike 100052;175,00;100052
09.12.2023;Hoitovastike 100023;180,00;100023
12.04.2023;Hoitovastike 100049;150,00;100049
16.04.2023;Hoitovastike 100049;150,00;100049
26.02.2023;Hoitovastike 100010;250,00;100010
27.08.2023;Hoitovastike 100010;250,00;100010
12.03.2023;Hoitovastike 100049;150,00;100049
30.04.2023;Helen Oy Sahko;-119,17;
29.01.2023;Hoitovastike 100049;150,00;100049
27.10.2023;Hoitovastike 100052;175,00;100052
13.08.2023;Hoitovastike 100052;175,00;100052
23.03.2023;HSY VESI JA VIEMARI;-289,89;
03.01.2023;FORTUM OYJ SAHKOLASKU;-200,52;
29.12.2023;Kone Hissihuolto;-162,12;
30.03.2023;Hoitovastike 100052;175,00;100052
29.11.2023;Hoitovastike 100036;210,00;100036
21.07.2023;Hoitovastike 100036;210,00;100036
18.10.2023;Kone Hissihuolto;-294,77;
17.11.2023;Isannointitoimisto Paakirja Oy;-850,00;
21.10.2023;Hoitovastike 100023;180,00;100023
30.03.2023;Hoitovastike 100052;175,00;100052
30.04.2023;Hoitovastike 100036;210,00;100036
06.06.2023;Hoitovastike 100036;210,00;100036
23.11.2023;Hoitovastike 100049;150,00;100049
18.03.2023;Helen Oy Sahko;-359,29;
20.08.2023;Hoitovastike 100049;150,00;100049
16.11.2023;Hoitovastike 100010;250,00;100010
17.03.2023;Hoitovastike 100036;210,00;100036
01.07.2023;Hoitovastike 100010;250,00;100010
20.04.2023;K-Rauta rautakauppa;-51,36;
13.09.2023;DNA Oyj Laajakaista;-120,00;
07.12.2023;Hoitovastike 100036;210,00;100036
24.12.2023;Helen Oy Sahko;-287,49;
05.08.2023;Pankin Palvelumaksu;-12,50;
03.03.2023;Helen Oy Sahko;-149,49;
10.10.2023;K-Rauta rautakauppa;-72,78;
25.02.2023;Hoitovastike 100010;250,00;100010
02.08.2023;Kone Hissihuolto;-384,17;
27.04.2023;Hoitovastike 100052;175,00;100052
01.01.2023;Pääkirja Taloushallinto;-473,89;
05.02.2023;FORTUM OYJ SAHKOLASKU;-269,18;
12.05.2023;Hoitovastike 100010;250,00;100010
08.05.2023;HSY VESI JA VIEMARI;-157,85;
31.05.2023;Hoitovastike 100049;150,00;100049
19.11.2023;HSY VESI JA VIEMARI;-263,32;
21.06.2023;Kone Hissihuolto;-381,91;
20.07.2023;Kone Hissihuolto;-348,47;
27.03.2023;Hoitovastike 100036;210,00;100036
01.03.2023;Hoitovastike 100052;175,00;100052
09.05.2023;K-Rauta rautakauppa;-150,79;
29.11.2023;Hoitovastike 100023;180,00;100023
08.04.2023;Pankin Palvelumaksu;-12,50;
01.09.2023;Hoitovastike 100052;175,00;100052
04.10.2023;S-Rauta Maalia ja tarvikkeita;-93,02;
19.07.2023;LASSILA & TIKANOJA SIIVOUS OY;-385,88;
08.05.2023;Hoitovastike 100052;175,00;100052
21.06.2023;Isannointitoimisto Paakirja Oy;-850,00;
30.09.2023;S-Rauta Maalia ja tarvikkeita;-44,44;
03.11.2023;Hoitovastike 100010;250,00;100010
10.08.2023;Hoitovastike 100052;175,00;100052
12.12.2023;Hoitovastike 100036;210,00;100036
14.05.2023;FORTUM OYJ SAHKOLASKU;-437,78;
31.12.2023;Pääkirja Taloushallinto;-411,70;
14.03.2023;Verohallinto Kiinteistovero;-1557,38;
01.11.2023;Hoitovastike 100049;150,00;100049
12.01.2023;Verohallinto Kiinteistovero;-2240,03;
31.01.2023;Hoitovastike 100052;175,00;100052
16.11.2023;Hoitovastike 100036;210,00;100036
11.10.2023;Hoitovastike 100023;180,00;100023
08.12.2023;Kone Hissihuolto;-274,78;
08.02.2023;Hoitovastike 100023;180,00;100023
08.08.2023;Hoitovastike 100010;250,00;100010
08.10.2023;Hoitovastike 100052;175,00;100052
28.11.2023;Hoitovastike 100052;175,00;100052
15.01.2023;K-Rauta rautakauppa;-29,79;
16.07.2023;Hoitovastike 100010;250,00;100010
28.02.2023;Hoitovastike 100010;250,00;100010
28.02.2023;Pankin Palvelumaksu;-12,50;
01.02.2023;Hoitovastike 100052;175,00;100052
02.05.2023;Hoitovastike 100052;175,00;100052
02.03.2023;Hoitovastike 100036;210,00;100036
07.07.2023;Helen Oy Sahko;-474,82;
08.08.2023;Hoitovastike 100010;250,00;100010
15.08.2023;Helen Oy Sahko;-422,87;
08.06.2023;Hoitovastike 100010;250,00;100010
11.01.2023;Hoitovastike 100010;250,00;100010
29.07.2023;DNA Oyj Laajakaista;-120,00;
11.09.2023;Hoitovastike 100036;210,00;100036
09.08.2023;Hoitovastike 100023;180,00;100023
02.06.2023;Helen Oy Sahko;-192,32;
19.06.2023;Hoitovastike 100052;175,00;100052
02.06.2023;Hoitovastike 100049;150,00;100049
23.08.2023;Hoitovastike 100052;175,00;100052
10.03.2023;K-Rauta rautakauppa;-162,96;
01.05.2023;Hoitovastike 100010;250,00;100010
12.07.2023;DNA Oyj Laajakaista;-120,00;
19.08.2023;Isannointitoimisto Paakirja Oy;-850,00;
14.04.2023;Hoitovastike 100049;150,00;100049
21.01.2023;Hoitovastike 100049;150,00;100049
25.01.2023;Pääkirja Taloushallinto;-355,79;
23.10.2023;S-Rauta Maalia ja tarvikkeita;-30,39;
27.03.2023;Helen Oy Sahko;-452,85;
20.04.2023;Helen Oy Sahko;-400,41;
07.12.2023;Pankin Palvelumaksu;-12,50;
23.12.2023;S-Rauta Maalia ja tarvikkeita;-75,01;
10.06.2023;Hoitovastike 100023;180,00;100023
16.12.2023;Hoitovastike 100036;210,00;100036
23.06.2023;Hoitovastike 100023;180,00;100023
10.08.2023;Kone Hissihuolto;-259,95;
20.10.2023;Pääkirja Taloushallinto;-430,47;
29.10.2023;HSY VESI JA VIEMARI;-208,74;
10.02.2023;Hoitovastike 100052;175,00;100052
25.03.2023;Hoitovastike 100023;180,00;100023
08.12.2023;Hoitovastike 100023;180,00;100023
07.08.2023;Hoitovastike 100052;175,00;100052
02.01.2023;Hoitovastike 100023;180,00;100023
24.09.2023;Hoitovastike 100023;180,00;100023
30.04.2023;Hoitovastike 100052;175,00;100052
25.11.2023;Hoitovastike 100010;250,00;100010
01.03.2023;DNA Oyj Laajakaista;-120,00;
30.03.2023;Pääkirja Taloushallinto;-365,36;
18.04.2023;Pääkirja Taloushallinto;-399,65;
28.08.2023;Hoitovastike 100052;175,00;100052
02.01.2023;DNA Oyj Laajakaista;-120,00;
21.06.2023;Hoitovastike 100036;210,00;100036
21.05.2023;Kone Hissihuolto;-350,70;
05.11.2023;Kone Hissihuolto;-331,82;
14.09.2023;Hoitovastike 100023;180,00;100023
05.02.2023;Hoitovastike 100036;210,00;100036
25.09.2023;Hoitovastike 100023;180,00;100023
04.11.2023;Hoitovastike 100052;175,00;100052
17.08.2023;Hoitovastike 100010;250,00;100010
31.03.2023;Helen Oy Sahko;-313,15;
25.10.2023;Hoitovastike 100052;175,00;100052
05.05.2023;Helen Oy Sahko;-484,20;
31.01.2023;DNA Oyj Laajakaista;-120,00;
08.03.2023;Hoitovastike 100023;180,00;100023
07.03.2023;Hoitovastike 100052;175,00;100052
16.07.2023;Pankin Palvelumaksu;-12,50;
11.05.2023;Hoitovastike 100023;180,00;100023
15.05.2023;Hoitovastike 100023;180,00;100023
30.11.2023;Kone Hissihuolto;-278,06;
07.07.2023;Hoitovastike 100049;150,00;100049
14.07.2023;Pääkirja Taloushallinto;-326,26;
05.07.2023;Hoitovastike 100010;250,00;100010
03.02.2023;Hoitovastike 100023;180,00;100023
18.12.2023;Hoitovastike 100010;250,00;100010
30.01.2023;Hoitovastike 100052;175,00;100052
08.12.2023;HSY VESI JA VIEMARI;-263,42;
03.01.2023;Hoitovastike 100023;180,00;100023
21.09.2023;Hoitovastike 100036;210,00;100036
01.01.2024;Verohallinto Kiinteistovero;-1789,42;
08.01.2023;Hoitovastike 100052;175,00;100052
11.04.2023;DNA Oyj Laajakaista;-120,00;
25.08.2023;Hoitovastike 100023;180,00;100023
03.11.2023;Hoitovastike 100052;175,00;100052
23.09.2023;Hoitovastike 100049;150,00;100049
08.06.2023;Hoitovastike 100036;210,00;100036
20.03.2023;Hoitovastike 100049;150,00;100049
10.12.2023;Hoitovastike 100036;210,00;100036
07.12.2023;HSY VESI JA VIEMARI;-221,83;
10.06.2023;Hoitovastike 100049;150,00;100049
10.10.2023;LASSILA & TIKANOJA SIIVOUS OY;-253,03;
14.11.2023;Hoitovastike 100010;250,00;100010
18.05.2023;Verohallinto Kiinteistovero;-2429,08;
18.11.2023;Hoitovastike 100010;250,00;100010
12.08.2023;Hoitovastike 100052;175,00;100052
16.11.2023;Hoitovastike 100023;180,00;100023
22.12.2023;Hoitovastike 100010;250,00;100010
21.02.2023;DNA Oyj Laajakaista;-120,00;
07.02.2023;Hoitovastike 100049;150,00;100049
26.12.2023;Isannointitoimisto Paakirja Oy;-850,00;
04.05.2023;Hoitovastike 100023;180,00;100023
24.05.2023;Hoitovastike 100010;250,00;100010
17.04.2023;LASSILA & TIKANOJA SIIVOUS OY;-275,40;
04.02.2023;K-Rauta rautakauppa;-34,09;
30.11.2023;Hoitovastike 100023;180,00;100023
01.05.2023;Kone Hissihuolto;-248,19;
27.04.2023;Pankin Palvelumaksu;-12,50;
22.10.2023;Verohallinto Kiinteistovero;-1569,11;
06.10.2023;Hoitovastike 100023;180,00;100023
05.05.2023;DNA Oyj Laajakaista;-120,00;
18.12.2023;Helen Oy Sahko;-329,26;
16.09.2023;Helen Oy Sahko;-344,81;
20.07.2023;Hoitovastike 100010;250,00;100010
17.09.2023;K-Rauta rautakauppa;-196,76;
24.02.2023;DNA Oyj Laajakaista;-120,00;
14.12.2023;Isannointitoimisto Paakirja Oy;-850,00;
02.09.2023;Hoitovastike 100010;250,00;100010
15.02.2023;Hoitovastike 100010;250,00;100010
04.11.2023;Hoitovastike 100049;150,00;100049
25.02.2023;LASSILA & TIKANOJA SIIVOUS OY;-224,20;
07.10.2023;Hoitovastike 100052;175,00;100052
11.06.2023;Hoitovastike 100010;250,00;100010
20.04.2023;DNA Oyj Laajakaista;-120,00;
27.08.2023;Kone Hissihuolto;-322,75;
06.12.2023;Helen Oy Sahko;-246,41;
03.08.2023;K-Rauta rautakauppa;-114,23;
05.08.2023;K-Rauta rautakauppa;-153,91;
01.10.2023;Hoitovastike 100052;175,00;100052
05.08.2023;HSY VESI JA VIEMARI;-184,75;
14.05.2023;Isannointitoimisto Paakirja Oy;-850,00;
11.01.2023;Hoitovastike 100023;180,00;100023
30.07.2023;Pankin Palvelumaksu;-12,50;
09.08.2023;Kone Hissihuolto;-270,79;
13.07.2023;Hoitovastike 100036;210,00;100036
28.03.2023;Hoitovastike 100049;150,00;100049
06.11.2023;FORTUM OYJ SAHKOLASKU;-664,39;
02.02.2023;Hoitovastike 100052;175,00;100052
30.01.2023;Hoitovastike 100010;250,00;100010
06.01.2023;Hoitovastike 100010;250,00;100010
28.12.2023;Verohallinto Kiinteistovero;-2288,31;
16.09.2023;HSY VESI JA VIEMARI;-260,87;
19.04.2023;Hoitovastike 100052;175,00;100052
15.01.2023;Hoitovastike 100023;180,00;100023
31.05.2023;LASSILA & TIKANOJA SIIVOUS OY;-318,44;
25.12.2023;Hoitovastike 100036;210,00;100036
30.05.2023;Hoitovastike 100036;210,00;100036
11.10.2023;Hoitovastike 100023;180,00;100023
29.07.2023;K-Rauta rautakauppa;-76,47;
10.10.2023;HSY VESI JA VIEMARI;-167,10;
20.01.2023;Hoitovastike 100010;250,00;100010
30.03.2023;Verohallinto Kiinteistovero;-1846,13;
28.04.2023;Hoitovastike 100036;210,00;100036
14.06.2023;Isannointitoimisto Paakirja Oy;-850,00;
02.12.2023;Hoitovastike 100052;175,00;100052
05.05.2023;Hoitovastike 100023;180,00;100023
27.03.2023;Hoitovastike 100049;150,00;100049
11.06.2023;Hoitovastike 100023;180,00;100023
25.07.2023;Isannointitoimisto Paakirja Oy;-850,00;
17.04.2023;Pääkirja Taloushallinto;-436,79;
26.03.2023;Hoitovastike 100036;210,00;100036
24.08.2023;Hoitovastike 100023;180,00;100023
14.04.2023;Helen Oy Sahko;-312,17;
10.01.2023;Hoitovastike 100036;210,00;100036
23.10.2023;Hoitovastike 100049;150,00;100049
18.01.2023;Hoitovastike 100049;150,00;100049
05.12.2023;Hoitovastike 100036;210,00;100036
18.05.2023;S-Rauta Maalia ja tarvikkeita;-78,60;
21.06.2023;Hoitovastike 100023;180,00;100023
27.10.2023;Hoitovastike 100010;250,00;100010
24.04.2023;Hoitovastike 100049;150,00;100049
27.10.2023;Helen Oy Sahko;-184,21;
15.04.2023;Hoitovastike 100036;210,00;100036
11.12.2023;Pankin Palvelumaksu;-12,50;
18.10.2023;K-Rauta rautakauppa;-44,14;
31.01.2023;Hoitovastike 100052;175,00;100052
17.05.2023;Kone Hissihuolto;-205,91;
25.11.2023;Hoitovastike 100052;175,00;100052
19.06.2023;Pääkirja Taloushallinto;-328,92;
31.07.2023;Hoitovastike 100052;175,00;100052
05.11.2023;Hoitovastike 100036;210,00;100036
31.10.2023;LASSILA & TIKANOJA SIIVOUS OY;-343,81;
13.07.2023;Hoitovastike 100052;175,00;100052
29.11.2023;Hoitovastike 100010;250,00;100010
13.05.2023;Hoitovastike 100036;210,00;100036
20.10.2023;Hoitovastike 100010;250,00;100010
23.12.2023;Hoitovastike 100023;180,00;100023
29.04.2023;Hoitovastike 100052;175,00;100052
02.09.2023;Hoitovastike 100052;175,00;100052
